,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Number of views last 7 days,Country,City,USD_price
7865,Bowrider,Glastron power boats,"Display Model,Unleaded",2020,6.2,2.54,GRP,329,Switzerland , VierwaldstÃ¤ttersee ,59400.00000000001
7867,Cabin Boat,Nidelv power boats,"Used boat,Diesel",1987,9.1,3.05,GRP,172,Denmark , Reese Marin Aabenraa,52920.00000000001
7868,Bowrider,Formula power boats,"Used boat,Unleaded",2007,8.99,2.8,GRP,257,Switzerland , Lake Geneva ,59292.00000000001
7869,Sport Boat,Selection Boats power boats,"new boat from stock,Unleaded",2019,6.48,2.5,GRP,70,Switzerland , Le Bouveret ,59292.00000000001
7870,Fishing Boat,Selection Boats power boats,"new boat from stock,Unleaded",2019,6.6,2.49,GRP,130,Switzerland , Bouveret,59292.00000000001
7872,Pilothouse,Starfisher power boats,"Used boat,Diesel",2000,8.4,3.03,GRP,52,Portugal , Lisbon,53000.0
7874,Sport Boat,Sessa power boats,"Used boat,Diesel",1999,10.3,3.53,GRP,57,Italy , Friuli-Venezia Giulia,53000.0
7875,Fishing Boat,Bertram Yacht power boats,"Used boat,Unleaded",1988,10.06,3.8,GRP,72,Italy , Sardegna ,53000.0
7876,Motor Yacht,Bayliner power boats,"Used boat,Unleaded",2009,7.32,2.59,GRP,110,Croatia (Hrvatska) , INFO DD-YACHTING,53000.0
7877,"Classic,Runabout",Boesch power boats,Used boat,1986,5.9,2.0,Wood,142,Croatia (Hrvatska) , onbekend,53000.0
7878,Trawler,SAS-Vektor power boats,"Used boat,Diesel",2005,10.8,3.45,GRP,104,Croatia (Hrvatska) , Sibenik,53000.0
7880,Flybridge,Guy Couach power boats,"Used boat,Diesel",1989,9.41,3.62,GRP,41,Spain , Valencia,53000.0
7881,Pilothouse,Rhea power boats,"Used boat,Diesel",2007,8.85,2.8,GRP,138,Italy , Mar Tirreno,53000.0
7882,Sport Boat,Klase A power boats,"Used boat,Diesel",2004,9.5,3.0,GRP,141,Spain , Alicante,53000.0
7886,Flybridge,Fairline power boats,"Used boat,Diesel",1981,13.3,3.9,PVC,130,France ," BARNEVILLE CARTERET, France",53000.0
7887,Sport Boat,Cranchi power boats,Used boat,2006,8.57,2.83,GRP,77,Netherlands , Holland,52080.00000000001
7889,Motor Yacht,Hilter power boats,"Used boat,Unleaded",2012,8.4,2.5,GRP,158,Germany , Raum Kassel,53000.0
7894,Sport Boat,Zeta Group power boats,"Used boat,Diesel",1999,7.48,2.7,GRP,67,Italy , Toscana ,53000.0
7898,Pilothouse,Intermare power boats,"Used boat,Diesel",2001,7.48,2.7,GRP,71,Italy , Toscana ,53000.0
7901,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2002,9.79,3.26,GRP,479,Italy , Lazio ,53000.0
7902,Motor Yacht,BÃ©nÃ©teau power boats,"Used boat,Diesel",2003,10.4,3.11,PVC,172,France ," LORIENT, France",53000.0
7904,Sport Boat,Buster power boats,new boat on order,2020,7.2,2.5,Aluminium,107,Switzerland , Safenwil,58309.200000000004
7905,Motor Yacht,Italmar power boats,Used boat,2007,6.9,2.55,GRP,61,Germany , Hock Boote,52894.0
7908,Motor Yacht,Sea Ray power boats,"Used boat,Diesel",1989,10.7,3.4,GRP,151,Germany , Grevenbroich,52894.0
7910,Sport Boat,Marinello power boats,"Display Model,Unleaded",2016,6.8,2.49,GRP,221,Germany , Stadtprozelten,52894.0
7911,Pilothouse,Jeanneau power boats,"Used boat,Unleaded",2015,7.74,2.81,PVC,65,France ," MATIGNON, France",52894.0
7915,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2001,9.79,3.26,GRP,258,Germany , Nordrhein-Westfalen ,52894.0
7916,Trawler,Pedro power boats,Used boat,1988,10.0,3.3,Steel,109,Netherlands , In verkoophaven,52894.0
7917,Pilothouse,Parker power boats,"Used boat,Unleaded",2017,6.45,2.45,GRP,111,Germany , LAMPERTHEIM,52894.0
7918,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,6.41,2.45,PVC,66,France ," ARCACHON, ARCACHON",52894.0
7919,Cabin Boat,Quicksilver power boats,"Used boat,Diesel",2003,7.45,2.85,GRP,153,Germany , LÃ¼becker Bucht,52894.0
7921,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,7.5,2.53,PVC,44,France ," 56170 QUIBERON, France",52894.0
7922,Pontoon Boat,ManÃ² power boats,"Used boat,Unleaded",2009,8.95,3.0,GRP,108,Italy , Friuli Venezia Giulia ,52894.0
7923,Sport Boat,Cranchi power boats,"Used boat,Diesel",2006,8.57,2.83,GRP,89,Netherlands , NÃ¤he Roermond,52894.0
7924,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2020,6.55,2.54,GRP,129,Germany , Boote Pfister GmbH Schwebheim / Schweinfurt,52894.0
7925,Sport Boat,Scarab power boats,"new boat on order,Unleaded",2020,5.6,2.2,GRP,62,Germany , Bayern ,52894.0
7926,Center console boat,Boston Whaler power boats,"Used boat,Unleaded",2008,7.23,2.59,PVC,178,France ," VANNES, France",52894.0
7927,Sport Boat,Buster power boats,"new boat from stock,Unleaded",2020,6.05,2.2,Aluminium,49,Germany , Bayern ,52894.0
7928,Sport Boat,Hilter power boats,"Display Model,Unleaded",2019,6.6,2.3,GRP,138,Germany , LÃ¶hne / Gohfeld,52894.0
7932,Bowrider,Sea Ray power boats,"new boat on order,Unleaded",2021,5.94,2.54,GRP,139,Germany , Boote Pfister GmbH Schwebheim / Schweinfurt,52894.0
7933,Sport Boat,Colombo power boats,"Used boat,Unleaded",1987,8.08,2.58,Plastic,247,Italy , Veneto ,52894.0
7934,"Cabin Boat,Fishing Boat,Pilothouse",Quicksilver (Brunswick Marine) power boats,"Used boat,Unleaded",2016,6.55,2.54,GRP,214,Germany , Schleswig-Holstein ,52894.0
7936,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,7.23,2.55,GRP,67,Germany , Niedersachsen ,52533.600000000006
7937,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,6.5,2.4,PVC,40,France ," PLUNERET, France",52500.740000000005
7939,Sport Boat,Crownline power boats,"Used boat,Unleaded",2007,8.0,2.0,GRP,271,Croatia (Hrvatska) , Dalmatia,52470.0
7940,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2006,8.95,2.98,GRP,214,Croatia (Hrvatska) , INFO DD-YACHTING,52470.0
7942,Flybridge,Princess power boats,Used boat,1988,10.74,3.68,GRP,149,Croatia (Hrvatska) , In verkoophaven,52470.0
7950,Deck Boat,Moonday power boats,new boat from stock,2019,8.34,2.63,GRP,26,Netherlands , Lemmer,52470.0
7952,Pilothouse,Piculjan Marine power boats,"Used boat,Diesel",2000,8.0,2.0,GRP,99,Croatia (Hrvatska) , Kvarner,52470.0
7953,Trawler,Steilsteven power boats,Used boat,1923,21.69,4.52,Steel,90,Netherlands , Sneek,52470.0
7957,Cabin Boat,Monterey power boats,"Used boat,Unleaded",2005,9.79,3.15,GRP,153,Portugal , Lisbon ,52470.0
7958,Deck Boat,Jeanneau power boats,"Used boat,Unleaded",2013,8.37,2.98,PVC,70,France , Cannes Mandelieu,52470.0
7959,Motor Yacht,Proficiat power boats,Used boat,1996,10.75,3.4,Steel,75,Netherlands , In verkoophaven,52470.0
7960,Cabin Boat,Argo power boats,"Used boat,Diesel",1977,11.0,3.2,Steel,107,Germany , Brandenburg ,52470.0
7962,Motor Yacht,Marex power boats,Used boat,2004,8.95,2.8,GRP,349,Germany , TÃ¶plitz (Werder),52470.0
7963,Trawler,Pedro power boats,Used boat,1986,10.6,3.4,Steel,90,Netherlands , In verkoophaven,52470.0
7964,Trawler,Pedro power boats,"Used boat,Diesel",1994,9.6,3.2,Steel,113,Netherlands , Amsterdam,52470.0
7965,Sport Boat,Cranchi power boats,Used boat,2000,9.1,2.9,GRP,36,Netherlands , In verkoophaven,52470.0
7967,Sport Boat,Pacific Craft power boats,"Used boat,Unleaded",2015,6.99,2.0,PVC,29,France ," CANNES, France",52226.200000000004
7970,Bowrider,Bayliner power boats,"new boat from stock,Unleaded",2020,6.23,2.4,GRP,272,Switzerland , Lake Geneva ,57304.8
7971,Center console boat,Marinello power boats,"new boat from stock,Unleaded",2020,6.8,2.49,GRP,256,Switzerland , Bielersee ,57240.00000000001
7974,Motor Yacht,Piantoni (IT) power boats,"Used boat,Diesel",1990,14.0,4.41,GRP,84,Italy , Adria,51940.0
7975,Motor Yacht,Piantoni (IT) power boats,"Used boat,Diesel",1990,14.0,4.41,GRP,90,Italy , Mare Adriatico,51940.0
7978,Trawler,Menorquin power boats,"Used boat,Diesel",1998,9.75,3.18,GRP,123,Portugal , Lisbon,51940.0
7979,Pilothouse,AluForce power boats,new boat from stock,2020,7.4,2.45,Aluminium,164,Germany , auf Anfrage,51940.0
7983,Motor Yacht,Akerboom power boats,"Used boat,Diesel",1972,13.3,3.65,Steel,106,Netherlands , In verkoophaven,51940.0
7984,Flybridge,Sealine power boats,"Used boat,Diesel",1994,10.0,3.0,GRP,190,Croatia (Hrvatska) , Istra,51940.0
7985,Bowrider,Glastron power boats,"Used boat,Unleaded",2018,6.71,2.54,PVC,83,France ," LA GRANDE MOTTE, LA GRANDE MOTTE",51940.0
7987,Pilothouse,Ocqueteau power boats,"Used boat,Diesel",2014,6.92,2.65,PVC,60,France ," MATIGNON, France",51940.0
7989,Flybridge,Bertram Yacht power boats,"Used boat,Diesel",1991,8.71,3.3,GRP,77,Italy , Mar Tirreno,51940.0
7990,Motor Yacht,Edership power boats,"Used boat,Diesel",1981,11.53,4.02,GRP,110,Germany , Mosel,51940.0
7991,Sport Boat,Cranchi power boats,"Used boat,Unleaded",2012,7.0,2.0,PVC,72,Portugal ," Parchal, Portugal",51940.0
7992,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2004,9.29,2.98,GRP,108,Italy , Mar Tirreno,51940.0
7994,Center console boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2017,7.62,2.67,PVC,28,France ," Pornic, France",51940.0
7995,Sport Boat,Airon Marine power boats,"Used boat,Diesel",2003,9.78,3.1,PVC,149,France ," Propriano, France",51940.0
7996,Sport Boat,Regal power boats,"Used boat,Unleaded",2014,6.7,2.5,Wood,133,France ," DIENVILLE, France",51940.0
7997,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2004,9.18,3.1,PVC,90,France ," paimpol, France",51940.0
7999,Classic,Colombo power boats,"Used boat,Unleaded",2009,8.2,2.5,Plastic,235,Netherlands , Gelderland ,51940.0
8000,Bowrider,Sea Ray power boats,"Used boat,Unleaded",2018,6.5,2.5,GRP,224,Germany , Bayern ,51940.0
8001,Bowrider,Glastron power boats,new boat from stock,2019,6.2,2.54,GRP,143,Switzerland , Lake Constance ,57132.00000000001
8002,Bowrider,Tahoe power boats,"new boat on order,Unleaded",2020,6.05,2.38,GRP,194,Switzerland , Luzern,57132.00000000001
8006,Sport Boat,Monterey power boats,"Used boat,Unleaded",2003,8.94,2.82,GRP,167,Italy , Lombardia - Trentino Alto Adige ,51834.0
8007,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,6.66,2.55,GRP,68,Germany , Bayern ,51834.0
8008,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2020,5.94,2.54,GRP,109,Germany , Boote Pfister GmbH Schwebheim / Schweinfurt,51834.0
8017,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",2010,8.15,2.59,GRP,157,Croatia (Hrvatska) , Rijeka,51410.0
8018,Deck Boat,Nimbus power boats,Used boat,1999,7.9,2.65,GRP,92,Netherlands , In verkoophaven,51410.0
8019,Motor Yacht,Fjord power boats,"Used boat,Unleaded",1998,9.0,3.16,GRP,204,Switzerland , Lake of Zurich ,56160.00000000001
8020,Cabin Boat,Draco power boats,"Used boat,Unleaded",1989,9.0,3.12,Carbon Fiber,380,Switzerland , societe nautique de geneve uniquement pour menbre ,56160.00000000001
8021,Bowrider,Bayliner power boats,"new boat from stock,Unleaded",2020,6.81,2.36,GRP,144,Switzerland , Lake Geneva ,56419.200000000004
8024,Pilothouse,Cantieri Nautici Ferrario power boats,Used boat,2019,6.4,2.34,GRP,114,Switzerland , Luganersee ,56160.00000000001
8025,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,6.43,2.52,PVC,56,Portugal ," Parchal, Portugal",50947.840000000004
8026,Sport Boat,AMT power boats,new boat from stock,2018,6.08,2.35,GRP,195,Switzerland , VierwaldstÃ¤ttersee ,56052.00000000001
8027,Motor Yacht,ACM Dufour power boats,"Used boat,Diesel",1999,9.41,2.99,PVC,184,France ," SAINT QUAY PORTRIEUX , SAINT QUAI PORTRIEUX",50880.0
8028,Motor Yacht,Innovazioni e Progetti power boats,"Used boat,Diesel",1995,8.69,3.2,GRP,152,Italy , Mar Tirreno,50880.0
8029,Sport Boat,Sea Ray power boats,"new boat from stock,Unleaded",2019,5.99,2.21,GRP,42,Germany , Bayern ,50878.94
8030,Pilothouse,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,6.2,2.4,GRP,140,Switzerland , Neuenburgersee ,56030.4
8031,Pilothouse,BÃ©nÃ©teau power boats,new boat from stock,2020,5.52,2.4,PVC,111,Spain , Hospitalet del Infante,50869.4
8032,Sport Boat,Bayliner power boats,"new boat from stock,Unleaded",2020,6.29,2.36,GRP,151,Germany , Lake Constance ,50827.0
8033,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2019,5.94,2.54,GRP,60,Germany , Boote Pfister GmbH Schwebheim / Schweinfurt,50774.0
8037,Motor Yacht,Princess power boats,"Used boat,Diesel",1987,11.6,3.96,GRP,385,Croatia (Hrvatska) , Simuni ,50668.0
8038,Sport Boat,Yamarin power boats,"Used boat,Unleaded",2016,6.25,2.3,GRP,192,Switzerland , Lake of Zurich ,55717.200000000004
8039,Bowrider,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,5.76,2.3,GRP,233,Switzerland , Thunersee ,55695.600000000006
8040,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,6.12,2.4,GRP,127,Germany , Baden-WÃ¼rttemberg ,50371.200000000004
8043,Pilothouse,BÃ©nÃ©teau power boats,Used boat,2006,7.43,2.95,GRP,101,Croatia (Hrvatska) , onbekend,50350.0
8045,"Cabin Boat,Pilothouse",BÃ©nÃ©teau power boats,"Used boat,Unleaded",2016,7.4,2.85,GRP,269,France , Languedoc Roussillon ,50350.0
8047,"Classic,Sport Boat",Boesch power boats,"Used boat,Unleaded",1979,5.8,2.05,Wood,566,Germany , Lake Constance ,50350.0
8048,Motor Yacht,Bayliner power boats,"Used boat,Unleaded",1997,9.1,3.05,GRP,153,Germany , Rostock,50350.0
8049,Motor Yacht,Rinker power boats,"Used boat,Unleaded",2008,9.14,2.78,GRP,254,Croatia (Hrvatska) , Rab Marina ,50350.0
8050,Bowrider,Regal power boats,"Used boat,Unleaded",2009,8.5,2.3,GRP,320,Netherlands , Limburg ,50350.0
8051,Center console boat,Flipper power boats,"new boat from stock,Unleaded",2019,6.05,2.22,GRP,70,Germany , LÃ¼becker Bucht ,50225.98
8052,Sport Boat,Flipper power boats,"new boat from stock,Unleaded",2019,6.05,2.22,GRP,146,Germany , Bleckede,50225.98
8060,Pilothouse,Jeanneau power boats,"new boat from stock,Unleaded",2019,6.4,5.45,GRP,119,Germany , Bayern ,49714.0
8061,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2020,5.94,2.54,GRP,97,Germany , Bayern ,49714.0
8062,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,6.5,2.4,PVC,80,France ," MARTIGUES, France",49714.0
8064,Sport Boat,Bayliner power boats,Used boat,2003,9.0,3.0,GRP,218,Netherlands , In verkoophaven,49714.0
8066,Deck Boat,Jeanneau power boats,new boat from stock,2020,6.58,2.46,PVC,42,United Kingdom ," Burton Waters, Burton Waters",42700.0
8067,Sport Boat,Cranchi power boats,"Used boat,Diesel",2002,9.1,2.83,GRP,535,Switzerland , Locarno ,49608.0
8068,Motor Yacht,Nidelv power boats,Used boat,1997,9.1,3.05,GRP,261,Netherlands , In verkoophaven,49608.0
8070,Center console boat,Invictus power boats,"new boat from stock,Unleaded",2020,8.1,2.7,GRP,281,Switzerland , Lake Geneva ,49608.0
8071,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2020,5.99,2.21,GRP,215,Switzerland , Lake Constance ,54421.200000000004
8072,Bowrider,Sea Ray power boats,new boat from stock,2020,5.99,2.21,GRP,247,Switzerland , Lake Constance ,54421.200000000004
8074,Trawler,Valkkruiser power boats,Used boat,1982,12.0,3.8,Steel,92,Netherlands , In verkoophaven,49290.0
8075,Deck Boat,Sessa power boats,"Used boat,Unleaded",2010,7.8,2.64,GRP,109,France , CÃ´te d'Azur ,49290.0
8077,Bowrider,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,6.2,2.34,GRP,37,Germany , Bayern ,49290.0
8080,Pilothouse,Starfisher power boats,"Used boat,Unleaded",2013,7.9,2.86,GRP,180,Switzerland , Bielersee ,53784.0
8081,Launch,Antaris power boats,"new boat from stock,Diesel",2020,5.9,2.5,GRP,74,Germany , Potsdam ,49191.420000000006
8082,Bowrider,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,6.2,2.4,GRP,222,Switzerland , Neuenburgersee ,54151.200000000004
8084,Pilothouse,AluForce power boats,new boat from stock,2020,7.1,2.45,Aluminium,162,Germany , auf Anfrage,49035.600000000006
8086,"Classic,Runabout",Boesch power boats,"Used boat,Unleaded",1979,5.1,2.04,Wood,149,Switzerland , Thunersee ,54000.0
8088,Bowrider,Flying Shark power boats,"new boat from stock,Unleaded",2020,5.7,2.05,GRP,267,Switzerland , VierwaldstÃ¤ttersee ,53994.600000000006
8089,Pilothouse,Selection Boats power boats,"new boat from stock,Unleaded",2019,6.48,2.5,GRP,158,Switzerland , Bouveret ,53989.200000000004
8091,"Sport Boat,Wakeboard/Wakesurf",Malibu power boats,"Used boat,Unleaded",2014,6.4,2.52,Carbon Fiber,314,Poland , WARSZAWA,48760.0
8092,Sport Boat,Stingray power boats,"Used boat,Unleaded",2012,7.6,2.6,GRP,1019,Germany , Lake Constance ,48760.0
8093,Deck Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,7.23,2.55,GRP,51,Germany , Kieler Bucht mit Fehmarn ,48758.94
8094,Sport Boat,Saver power boats,"new boat from stock,Unleaded",2020,6.6,2.53,GRP,223,Germany , Bayern ,48749.4
8095,Sport Boat,Selection Boats power boats,"new boat from stock,Unleaded",2020,5.7,2.5,PVC,62,France ," Chalon-sur-SaÃ´ne, France",48749.4
8098,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,6.0,2.34,GRP,51,Germany , Bayern ,48654.0
8099,Deck Boat,Jeanneau power boats,"Used boat,Unleaded",2019,6.86,2.48,PVC,95,France ," LA GRANDE MOTTE, France",48654.0
8100,Center console boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2019,6.8,2.5,PVC,91,France ," st cyprien, France",48654.0
8101,Center console boat,BÃ©nÃ©teau power boats,Used boat,2019,6.8,2.5,PVC,100,France ," st cyprien, France",48654.0
8102,Sport Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2017,6.96,2.66,PVC,113,France ," LECCI, LECCI",48654.0
8103,Trawler,Tjeukemer power boats,"Used boat,Diesel",1976,10.9,3.45,Steel,179,Switzerland , Rhein ,53460.0
8104,"Classic,Sport Boat",Walser power boats,"Used boat,Unleaded",1967,5.6,2.05,GRP,174,Switzerland , Lake Constance ,53460.0
8105,Fishing Boat,Amberg power boats,new boat from stock,2019,6.4,2.3,Aluminium,112,Switzerland , Lake of Zurich ,53460.0
8106,Fishing Boat,Amberg power boats,new boat from stock,2019,6.4,2.05,Aluminium,51,Switzerland , Lake of Zurich ,53460.0
8107,Fishing Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,6.55,2.54,GRP,173,Switzerland , Neuenburgersee ,53341.200000000004
8108,Bowrider,Glastron power boats,"new boat from stock,Unleaded",2019,5.95,2.3,GRP,859,Switzerland , Lake Constance ,48286.18
8109,Motor Yacht,Smelne power boats,"Used boat,Diesel",1988,10.0,3.45,Steel,191,Germany , Rostock,48230.0
8110,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2019,5.99,2.21,GRP,79,Germany ," Boote Pfister GmbH, Schwebheim / Schweinfurt",48230.0
8111,Bowrider,Wellcraft power boats,"new boat from stock,Unleaded",2015,6.4,2.59,PVC,31,France ," Arzon, Arzon",48230.0
8112,Sport Boat,Jeanneau power boats,new boat from stock,2020,6.38,2.44,PVC,43,United Kingdom ," Lincoln, Lincoln",41435.0
8114,Pilothouse,Chaparral power boats,"Used boat,Unleaded",1993,9.73,2.97,GRP,365,Switzerland , Lake Constance ,52920.0
8115,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2011,7.23,2.78,GRP,419,Switzerland , Lake Geneva ,52920.0
8116,Sport Boat,Scarani power boats,"Used boat,Unleaded",2008,7.46,2.55,GRP,246,Switzerland , Lago Maggiore ,52920.0
8117,Motor Yacht,Chris Craft power boats,"Used boat,Unleaded",1992,9.6,3.05,GRP,370,Switzerland , Stein am Rhein,52920.0
8118,Wakeboard/Wakesurf,MasterCraft power boats,Used boat,2009,6.6,2.54,GRP,883,Switzerland , Lake of Zurich ,52920.0
8119,Center console boat,Ganz Boats power boats,"Display Model,Electric",2020,5.8,2.03,GRP,254,Switzerland , Lake of Zurich ,52920.0
8120,Deck Boat,Faeton power boats,"Used boat,Unleaded",2007,7.49,2.79,GRP,55,Italy , Liguria ,47700.0
8121,Sport Boat,Formula power boats,"Used boat,Unleaded",1995,9.87,2.51,GRP,109,Italy , Veneto ,47700.0
8122,Sport Boat,Gobbi power boats,"Used boat,Diesel",1983,9.44,3.52,GRP,110,Italy , Sardegna ,47700.0
8123,Sport Boat,Crownline power boats,"Used boat,Unleaded",2007,8.1,2.6,GRP,210,Croatia (Hrvatska) , Rovinj,47700.0
8124,Flybridge,Guy Couach power boats,"Used boat,Diesel",1996,10.6,3.7,PVC,80,France ," Cavalaire, Cavalaire",47700.0
8125,Cabin Boat,Nidelv power boats,"Used boat,Diesel",2006,7.91,2.75,PVC,144,Croatia (Hrvatska) ," SIBENIK, Croatie",47700.0
8126,Trawler,Nicols power boats,"Used boat,Diesel",1996,8.85,3.4,PVC,104,France ," TREBES, France",47700.0
8128,Motor Yacht,Riva power boats,"Used boat,Unleaded",1978,9.58,2.72,GRP,163,Spain , Mallorca ,47700.0
8129,Motor Yacht,Gobbi power boats,"Used boat,Unleaded",1992,9.6,3.0,GRP,73,Italy , Mar Tirreno,47700.0
8130,Motor Yacht,Symbol Yachts power boats,"Used boat,Diesel",1983,11.66,4.17,GRP,134,Croatia (Hrvatska) , Adria,47700.0
8133,Trawler,Gruno power boats,"Used boat,Diesel",1985,10.0,3.0,Steel,130,Croatia (Hrvatska) , Kvarner,47700.0
8134,Motor Yacht,Chris Craft power boats,"Used boat,Diesel",1991,9.3,3.3,GRP,151,Croatia (Hrvatska) , INFO DD-YACHTING,47700.0
8138,Cabin Boat,Nidelv power boats,"Used boat,Diesel",1999,8.0,2.85,GRP,124,Croatia (Hrvatska) , INFO DD-YACHTING,47700.0
8139,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",2008,8.74,2.59,GRP,169,Germany , INFO DD-YACHTING,47700.0
8141,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2002,9.18,3.1,PVC,91,France ," GRANVILLE, France",47700.0
8142,Sport Boat,BÃ©nÃ©teau power boats,"Used boat,Diesel",1999,9.15,3.11,PVC,87,France ," Mandelieu La Napoule, France",47700.0
8143,Center console boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2019,6.1,2.5,PVC,54,France ," Marseille, France",47700.0
8144,Sport Boat,Sea Ray power boats,"Used boat,Diesel",1992,12.49,4.01,PVC,93,Spain ," Huelva, Espagne",47700.0
8145,Flybridge,De Groot power boats,"Used boat,Unleaded",1972,13.74,3.63,Steel,91,Germany , Koblenz,47700.0
